idtimemania;tmmconc;tmmdata;tmmlocal;tmmpremioest;tmmpr07;tmmpr06;tmmpr05;tmmpr04;tmmpr03;tmmprtime;tmmgan07;tmmgan06;tmmgan05;tmmgan04;tmmgan03;tmmgantime;tmmd01;tmmd02;tmmd03;tmmd04;tmmd05;tmmd06;tmmd07;tmmdtime;tmmcidadesgan
214;214;2011-05-28;SÃO PAULO, SP;2.200.000,00;0,00;14.555,24;971,64;6;2;5;0;5;107;2.022;20.991;4.915;6;12;17;56;66;70;71;SANTO ANDRÉ/SP;
215;215;2011-06-01;SÃO PAULO, SP;2.400.000,00;0,00;15.605,54;857,44;6;2;5;0;4;104;1.926;20.160;5.129;1;4;17;42;48;50;78;GAMA/DF;
216;216;2011-06-04;SÃO PAULO, SP;2.600.000,00;0,00;39.377,39;865,43;6;2;5;0;2;130;2.463;25.020;3.711;4;9;15;41;55;57;65;RIO BRANCO/ES;
217;217;2011-06-08;SÃO PAULO, SP;2.700.000,00;0,00;16.213,90;731,45;6;2;5;0;3;95;2.216;20.620;26.937;4;13;21;31;48;57;72;CORINTHIANS/SP;
218;218;2011-06-11;SÃO PAULO, SP;3.000.000,00;0,00;0,00;1.213,68;6;2;5;0;0;93;2.351;22.254;7.551;2;20;28;32;48;60;74;JUVENTUDE/RS;
219;219;2011-06-15;SÃO PAULO, SP;3.300.000,00;0,00;34.823,49;985,10;6;2;5;0;2;101;2.150;21.253;4.245;19;35;42;45;54;60;65;CRICIÚMA/SC;
220;220;2011-06-18;SÃO PAULO, SP;3.500.000,00;0,00;25.975,04;565,08;6;2;5;0;3;197;3.617;30.003;4.897;5;9;23;25;28;32;65;SERGIPE/SE;
221;221;2011-06-22;SÃO PAULO, SP;3.700.000,00;0,00;23.127,19;1.113,66;6;2;5;0;3;89;1.977;19.080;6.876;6;34;38;44;59;74;79;TREZE/PB;
222;222;2011-06-25;SÃO PAULO, SP;3.800.000,00;0,00;34.110,58;721,91;6;2;5;0;2;135;2.573;23.718;4.842;2;3;7;11;56;61;65;INTER LIMEIRA/SP;
223;223;2011-06-29;SÃO PAULO, SP;4.000.000,00;0,00;72.118,43;632,06;6;2;5;0;1;163;2.874;26.026;4.307;5;10;18;55;56;59;72;NACIONAL/AM;
224;224;2011-07-02;SÃO PAULO, SP;4.500.000,00;0,00;48.524,15;900,26;6;2;5;0;2;154;3.131;29.807;6.831;14;16;17;20;21;28;74;MOTO CLUBE/MA;
225;225;2011-07-06;SÃO PAULO, SP;4.700.000,00;0,00;76.090,68;1.045,20;6;2;5;0;1;104;2.115;23.777;22.980;2;26;30;37;45;47;61;BOTAFOGO/RJ;
226;226;2011-07-09;SÃO PAULO, SP;5.000.000,00;0,00;36.298,35;899,21;6;2;5;0;3;173;3.378;33.113;5.721;16;19;29;39;45;67;71;RORAIMA/RR;
227;227;2011-07-13;SÃO PAULO, SP;5.200.000,00;0,00;15.879,88;773,37;6;2;5;0;6;176;3.194;30.087;7.130;3;27;34;44;62;63;75;AMÉRICA/RJ;
228;228;2011-07-16;SÃO PAULO, SP;5.500.000,00;0,00;13.192,86;610,15;6;2;5;0;9;278;4.586;40.823;9.025;13;25;34;39;55;59;76;AMÉRICA/RJ;
229;229;2011-07-20;SÃO PAULO, SP;6.000.000,00;0,00;13.459,38;663,02;6;2;5;0;7;203;4.160;39.769;36.163;10;11;24;26;36;47;51;S. PAULO/SP;
230;230;2011-07-23;SÃO PAULO, SP;6.500.000,00;0,00;45.279,67;779,34;6;2;5;0;3;249;4.949;47.253;10.705;4;19;25;35;54;63;69;RIVER/PI;
231;231;2011-07-27;SÃO PAULO, SP;6.750.000,00;0,00;23.565,63;1.210,97;6;2;5;0;5;139;3.149;31.960;7.162;17;18;30;41;50;55;62;YPIRANGA/AP;
232;232;2011-07-30;SÃO PAULO, SP;7.000.000,00;0,00;27.642,04;1.257,59;6;2;5;0;5;157;3.253;34.021;7.129;21;28;60;63;64;65;75;XV PIRACICABA/SP;
233;233;2011-08-03;SÃO PAULO, SP;7.300.000,00;0,00;117.311,56;1.067,43;6;2;5;0;1;157;3.210;33.694;16.876;11;16;32;41;56;68;78;CEARÁ/CE;
234;234;2011-08-06;SÃO PAULO, SP;8.000.000,00;0,00;19.585,89;862,81;6;2;5;0;7;227;4.650;44.583;8.693;2;8;22;23;30;35;62;CRICIÚMA/SC;
235;235;2011-08-10;SÃO PAULO, SP;8.400.000,00;0,00;17.998,91;890,48;6;2;5;0;8;231;4.171;40.767;8.699;11;36;43;48;60;66;72;SAMPAIO CORRÊA/MA;
236;236;2011-08-13;SÃO PAULO, SP;8.900.000,00;0,00;22.836,45;1.153,35;6;2;5;0;7;198;4.356;43.575;7.826;6;21;29;35;39;62;69;DESPORTIVA/ES;
237;237;2011-08-17;SÃO PAULO, SP;9.100.000,00;0,00;16.755,33;1.088,00;6;2;5;0;8;176;4.206;42.256;9.761;10;11;29;34;40;47;78;RIVER/PI;
238;238;2011-08-20;SÃO PAULO, SP;9.500.000,00;0,00;52.152,59;971,78;6;2;5;0;3;230;4.256;41.428;8.412;25;26;28;30;63;70;76;OPERARIO/MS;
239;239;2011-08-24;SÃO PAULO, SP;10.200.000,00;0,00;7.404,56;525,97;6;2;5;0;18;362;5.455;46.536;10.312;5;8;15;37;43;58;74;PONTE PRETA/SP;
240;240;2011-08-27;SÃO PAULO, SP;10.700.000,00;0,00;17.587,15;983,13;6;2;5;0;9;230;5.135;50.448;8.900;19;23;29;41;51;54;63;RIO BRANCO/ES;
241;241;2011-08-31;SÃO PAULO, SP;200.000,00;10.639.291,60;8.553,51;399,69;6;2;5;1;14;428;6.787;57.082;49.892;4;10;16;18;25;30;55;SÃO PAULO/SP;
242;242;2011-09-03;SÃO PAULO, SP;300.000,00;0,00;20.925,55;593,91;6;2;5;0;3;151;2.295;21.553;15.999;6;23;41;46;48;54;73;CRUZEIRO/MG;
243;243;2011-09-08;SÃO PAULO, SP;400.000,00;0,00;49.841,60;1.002,84;6;2;5;0;1;71;1.496;14.382;2.494;1;15;40;47;49;52;77;CSA/AL;
244;244;2011-09-10;SÃO PAULO, SP;800.000,00;0,00;60.995,90;1.244,81;6;2;5;0;1;70;1.446;16.003;4.144;10;32;50;53;70;73;76;INTER LIMEIRA/SP;
245;245;2011-09-14;SÃO PAULO, SP;1.000.000,00;0,00;28.364,67;920,93;6;2;5;0;2;88;1.538;15.594;2.853;25;34;39;41;69;77;79;TUNA LUSO/PA;
246;246;2011-09-17;SÃO PAULO, SP;1.100.000,00;0,00;13.621,05;657,38;6;2;5;0;5;148;2.813;24.716;4.799;2;13;35;51;55;63;75;JUVENTUS/SP;
247;247;2011-09-21;SÃO PAULO, SP;1.250.000,00;0,00;17.064,36;731,32;6;2;5;0;3;100;1.763;17.772;18.367;11;13;34;39;61;62;66;GRÊMIO/RS;
248;248;2011-09-24;SÃO PAULO, SP;1.450.000,00;0,00;25.707,69;881,40;6;2;5;0;3;125;2.292;23.357;5.832;14;16;23;43;51;72;80;AMÉRICA/RJ;
249;249;2011-09-28;SÃO PAULO, SP;1.800.000,00;0,00;11.150,61;995,58;6;2;5;0;6;96;1.828;18.982;2.785;9;16;22;27;31;61;72;UNIÃO SÃO JOÃO/SP;
250;250;2011-10-01;SÃO PAULO, SP;2.000.000,00;0,00;40.447,91;979,36;6;2;5;0;2;118;2.152;21.869;5.078;14;20;22;37;49;60;78;OLARIA/RJ;
251;251;2011-10-05;SÃO PAULO, SP;2.100.000,00;0,00;11.126,15;729,10;6;2;5;0;5;109;1.962;19.950;24.023;1;16;39;59;65;75;80;SÃO PAULO/SP;
252;252;2011-10-08;SÃO PAULO, SP;2.400.000,00;0,00;27.514,45;592,55;6;2;5;0;3;199;3.429;29.726;4.229;1;13;16;33;35;43;65;RIO BRANCO/ES;
253;253;2011-10-13;SÃO PAULO, SP;2.500.000,00;0,00;16.979,96;752,15;6;2;5;0;4;129;2.098;19.789;3.650;17;35;39;41;48;67;73;RIO BRANCO/ES;
254;254;2011-10-15;SÃO PAULO, SP;2.800.000,00;0,00;77.236,54;935,06;6;2;5;0;1;118;2.404;23.545;4.226;19;28;31;45;50;66;71;AMERICANO/RJ;
255;255;2011-10-19;SÃO PAULO, SP;3.100.000,00;0,00;0,00;796,07;6;2;5;0;0;130;2.629;24.978;4.976;3;10;14;26;31;51;75;INTER LIMEIRA/SP;
256;256;2011-10-22;SÃO PAULO, SP;3.300.000,00;0,00;25.201,22;806,00;6;2;5;0;3;134;2.881;28.211;29.888;13;31;44;46;57;67;73;VASCO DA GAMA/RJ;
257;257;2011-10-26;SÃO PAULO, SP;3.500.000,00;0,00;77.918,68;1.250,70;6;2;5;0;1;89;1.936;21.732;4.404;13;41;47;48;58;61;80;BRAGANTINO/SP;
258;258;2011-10-29;SÃO PAULO, SP;3.800.000,00;0,00;16.834,97;693,74;6;2;5;0;6;208;3.690;34.758;4.966;19;25;29;55;56;60;74;RORAIMA/RR;
259;259;2011-11-03;SÃO PAULO, SP;4.100.000,00;0,00;42.311,79;728,25;6;2;5;0;2;166;2.963;28.739;4.912;13;15;30;47;54;73;75;RIO BRANCO/ES;
260;260;2011-11-05;SÃO PAULO, SP;4.400.000,00;0,00;13.770,85;552,60;6;2;5;0;5;178;3.309;32.446;55.838;2;3;14;29;36;42;62;FLAMENGO/RJ;
261;261;2011-11-09;SÃO PAULO, SP;4.600.000,00;0,00;12.458,67;655,14;6;2;5;0;6;163;2.925;28.729;33.641;1;4;21;24;32;49;74;SANTOS/SP;
262;262;2011-11-12;SÃO PAULO, SP;4.800.000,00;0,00;41.222,35;1.097,31;6;2;5;0;3;161;3.384;34.226;7.825;2;24;50;58;61;72;80;BRASILIENSE/DF;
263;263;2011-11-16;SÃO PAULO, SP;5.100.000,00;0,00;92.726,39;735,92;6;2;5;0;1;180;3.491;32.361;5.463;3;13;16;25;38;61;71;VILA NOVA/GO;
264;264;2011-11-19;SÃO PAULO, SP;5.700.000,00;0,00;19.987,76;1.142,15;6;2;5;0;6;150;3.297;34.472;10.159;6;7;26;58;67;78;79;ATLÉTICO/GO;
265;265;2011-11-23;SÃO PAULO, SP;6.000.000,00;0,00;40.705,82;927,94;6;2;5;0;3;188;3.929;37.631;7.033;15;34;36;37;44;56;78;AMERICANO/RJ;
266;266;2011-11-26;SÃO PAULO, SP;6.300.000,00;0,00;40.395,49;668,43;6;2;5;0;3;259;4.651;42.208;6.907;13;19;35;41;46;52;66;SAMPAIO CORRÊA/MA;
267;267;2011-11-30;SÃO PAULO, SP;6.600.000,00;0,00;56.899,83;1.250,54;6;2;5;0;2;130;3.366;33.657;8.776;5;15;16;32;59;61;71;IPATINGA/MG;
268;268;2011-12-03;SÃO PAULO, SP;6.800.000,00;0,00;13.414,36;887,19;6;2;5;0;10;216;4.041;41.501;8.817;1;7;18;27;39;52;70;MOTO CLUBE/MA;
269;269;2011-12-07;SÃO PAULO, SP;7.500.000,00;0,00;29.681,01;902,15;6;2;5;0;4;188;3.306;31.465;6.959;40;56;59;65;68;73;79;OLARIA/RJ;
270;270;2011-12-10;SÃO PAULO, SP;150.000,00;7.619.146,22;8.237,88;692,25;6;2;5;1;16;272;4.242;38.813;11.702;5;15;40;41;50;51;54;LONDRINA/PR;
271;271;2011-12-14;SÃO PAULO, SP;270.000,00;0,00;28.308,74;1.189,44;6;2;5;0;2;68;1.508;15.337;2.887;26;47;50;56;67;74;77;AMERICANO/RJ;
272;272;2011-12-17;SÃO PAULO, SP;450.000,00;0,00;14.912,77;681,72;6;2;5;0;4;125;2.447;21.712;5.975;4;6;10;14;18;40;78;TREZE/PB;
273;273;2011-12-21;SÃO PAULO, SP;500.000,00;0,00;17.150,12;1.441,18;6;2;5;0;3;51;1.306;13.357;4.580;11;48;52;58;60;66;70;P.  DESPORTOS/SP;
274;274;2011-12-24;SÃO PAULO, SP;800.000,00;0,00;45.182,01;838,25;6;2;5;0;1;77;1.755;17.305;17.061;5;9;26;34;36;60;78;GRÊMIO/RS;
275;275;2011-12-28;SÃO PAULO, SP;1.000.000,00;0,00;28.956,47;1.047,25;6;2;5;0;2;79;1.800;18.158;3.660;8;18;24;41;57;58;75;JUVENTUS/SP;
276;276;2011-12-31;SÃO PAULO, SP;1.200.000,00;0,00;20.622,86;920,66;6;2;5;0;4;128;2.504;24.617;2.884;31;33;52;57;59;60;71;BARUERI/SP;
277;277;2012-01-04;SÃO PAULO, SP;1.300.000,00;0,00;51.018,61;867,66;6;2;5;0;1;84;1.757;17.140;4.129;3;7;22;23;47;60;67;NÁUTICO/PE;
278;278;2012-01-07;SÃO PAULO, SP;1.500.000,00;0,00;0,00;1.012,01;6;2;5;0;0;96;2.225;22.603;7.272;7;8;16;18;54;60;72;ATLÉTICO/PR;
279;279;2012-01-11;SÃO PAULO, SP;1.900.000,00;0,00;21.376,90;1.090,65;6;2;5;0;3;84;1.695;17.654;4.635;6;18;34;49;65;74;75;IPATINGA/MG;
280;280;2012-01-14;SÃO PAULO, SP;2.100.000,00;0,00;26.019,87;906,61;6;2;5;0;3;123;2.339;23.678;3.758;7;9;11;35;61;72;74;RORAIMA/RR;
281;281;2012-01-18;SÃO PAULO, SP;2.200.000,00;0,00;21.881,09;679,53;6;2;5;0;3;138;2.156;20.549;5.048;5;22;23;40;46;48;80;RIVER/PI;
282;282;1905-07-04;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;7;17;23;26;40;72;79;UNIÃO BARBARENSE/SP;
283;283;2012-01-25;SÃO PAULO, SP;2.600.000,00;0,00;21.069,37;1.003,30;6;2;5;0;3;90;1.885;18.626;5.980;11;18;28;36;40;66;69;GUARANI/SP;
284;284;2012-01-28;SÃO PAULO, SP;3.000.000,00;0,00;25.903,83;1.144,49;6;2;5;0;3;97;2.262;22.905;4.697;7;9;37;47;50;63;73;PARANÁ/PR;
285;285;1905-07-04;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;8;11;25;26;47;67;71;PORTUGUESA DESPORTOS/SP;
286;286;2012-02-04;SÃO PAULO, SP;3.500.000,00;0,00;29.662,92;1.077,34;6;2;5;0;3;118;2.040;21.661;6.691;6;27;30;38;39;40;61;PONTE PRETA/SP;
287;287;2012-02-08;SÃO PAULO, SP;3.650.000,00;0,00;30.664,85;684,48;6;2;5;0;2;128;2.422;23.598;23.221;1;18;22;26;36;50;55;PALMEIRAS/SP;
288;288;2012-02-11;SÃO PAULO, SP;3.800.000,00;0,00;42.597,35;699,46;6;2;5;0;2;174;2.991;28.632;6.225;3;32;33;52;54;56;75;JI-PARANÁ / RO;
289;289;2012-02-15;SÃO PAULO, SP;4.200.000,00;0,00;18.595,36;974,85;6;2;5;0;4;109;2.223;22.626;3.849;4;21;37;45;47;58;64;TUNA LUSO/PA;
290;290;2012-02-18;SÃO PAULO, SP;4.300.000,00;0,00;71.934,26;842,32;6;2;5;0;1;122;2.657;26.876;23.301;19;21;28;38;52;57;58;INTERNACIONAL/RS;
291;291;2012-02-22;SÃO PAULO, SP;4.500.000,00;0,00;0,00;1.016,48;6;2;5;0;0;77;1.708;16.652;3.829;10;21;22;39;47;57;64;PAYSANDU/PA;
292;292;2012-02-25;SÃO PAULO, SP;4.800.000,00;0,00;18.183,12;679,99;6;2;5;0;5;191;2.899;28.491;6.438;6;11;23;57;58;59;71;SANTO ANDRÉ/SP;
293;293;2012-03-01;SÃO PAULO, SP;4.900.000,00;0,00;65.221,01;991,20;6;2;5;0;1;94;1.921;18.901;3.598;18;21;33;34;46;51;69;NACIONAL/AM;
294;294;2012-03-03;SÃO PAULO, SP;5.400.000,00;0,00;14.276,83;585,51;6;2;5;0;6;209;3.713;33.611;26.999;13;16;23;39;40;42;54;INTERNACIONAL/RS;
295;295;2012-03-07;SÃO PAULO, SP;5.600.000,00;0,00;9.215,65;508,30;6;2;5;0;10;259;4.355;36.615;7.422;10;11;13;16;26;31;48;AMÉRICA/MG;
296;296;2012-03-10;SÃO PAULO, SP;5.800.000,00;0,00;5.902,80;408,41;6;2;5;0;17;351;5.656;43.933;7.524;5;10;13;15;35;60;80;MOTO CLUBE/MA;
297;297;2012-03-14;SÃO PAULO, SP;6.100.000,00;0,00;17.962,91;787,15;6;2;5;0;5;163;3.050;28.034;9.230;15;17;20;31;34;37;42;SPORT/PE;
298;298;2012-03-17;SÃO PAULO, SP;6.400.000,00;0,00;12.587,85;370,77;6;2;5;0;8;388;5.938;48.700;28.728;7;11;12;19;21;26;75;BOTAFOGO/RJ;
299;299;2012-03-21;SÃO PAULO, SP;400.000,00;6.404.410,18;33.540,03;821,38;6;2;5;1;3;175;3.136;31.698;8.589;3;4;12;30;68;71;72;NÁUTICO/PE;
300;300;2012-03-24;SÃO PAULO, SP;600.000,00;0,00;0,00;1.022,42;6;2;5;0;0;85;1.524;17.024;7.577;6;21;28;48;59;69;71;GOIÁS/GO;
301;301;2012-03-28;SÃO PAULO, SP;680.000,00;0,00;10.032,17;814,29;6;2;5;0;5;88;1.699;16.374;3.791;13;26;27;41;57;65;71;BOTAFOGO/PB;
302;302;2012-03-31;SÃO PAULO, SP;850.000,00;0,00;21.058,96;586,05;6;2;5;0;3;154;2.562;24.888;5.102;3;5;6;17;32;35;74;REMO/PA;
303;303;2012-04-04;SÃO PAULO, SP;1.000.000,00;0,00;12.663,22;540,00;6;2;5;0;4;134;2.525;21.498;11.282;10;24;48;50;52;55;80;ATLÉTICO/MG;
304;304;2012-04-07;SÃO PAULO, SP;1.400.000,00;0,00;0,00;1.392,88;6;2;5;0;0;64;1.684;17.405;3.397;2;27;42;58;59;68;80;YPIRANGA/AP;
305;305;2012-04-11;SÃO PAULO, SP;1.500.000,00;0,00;20.357,17;1.090,56;6;2;5;0;3;80;1.567;16.818;3.514;24;31;32;35;41;49;75;BRASILIENSE/DF;
306;306;2012-04-14;SÃO PAULO, SP;1.700.000,00;0,00;24.641,29;1.200,06;6;2;5;0;3;88;1.592;16.261;4.916;32;40;51;53;63;70;73;SANTO ANDRE/SP;
307;307;2012-04-18;SÃO PAULO, SP;1.800.000,00;0,00;19.231,52;915,78;6;2;5;0;3;90;2.012;19.326;5.923;5;13;49;61;65;72;80;SPORT/PE;
308;308;2012-04-20;SÃO PAULO, SP;2.000.000,00;0,00;16.718,92;930,55;6;2;5;0;3;77;1.639;16.390;3.746;2;7;8;17;47;61;70;ATLÉTICO/GO;
309;309;2012-04-25;SÃO PAULO, SP;2.250.000,00;0,00;10.025,84;716,13;6;2;5;0;6;120;2.215;20.743;3.714;2;9;16;24;33;38;67;AMERICANO/RJ;
310;310;2012-04-28;SÃO PAULO, SP;2.500.000,00;0,00;24.932,36;1.161,44;6;2;5;0;3;92;1.963;21.328;5.874;9;19;20;32;65;66;70;ATLÉTICO/GO;
311;311;2012-05-02;SÃO PAULO, SP;2.600.000,00;0,00;13.732,48;594,47;6;2;5;0;4;132;2.260;20.690;3.538;3;12;21;29;33;56;69;SERGIPE/SE;
312;312;2012-05-05;SÃO PAULO, SP;2.800.000,00;0,00;16.279,51;680,01;6;2;5;0;5;171;3.587;31.860;4.212;5;11;12;17;43;45;64;RORAIMA/RR;
313;313;1905-07-04;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;19;33;42;52;58;71;73;UNIÃO BARBARENSE/SP;
314;314;2012-05-12;SÃO PAULO, SP;3.400.000,00;0,00;30.257,15;1.005,22;6;2;5;0;3;129;2.803;28.553;4.762;10;30;32;35;44;48;54;TUNA LUSO/PA;
315;315;2012-05-16;SÃO PAULO, SP;3.600.000,00;0,00;25.539,60;986,08;6;2;5;0;3;111;2.493;23.413;5.920;4;6;51;52;58;60;63;IPATINGA/MG;
316;316;2012-05-19;SÃO PAULO, SP;3.800.000,00;0,00;8.610,90;546,72;6;2;5;0;8;180;3.532;32.280;39.737;14;25;27;32;33;44;75;CORINTHIANS/SP;
317;317;2012-05-23;SÃO PAULO, SP;4.000.000,00;0,00;24.020,71;1.083,64;6;2;5;0;3;95;2.068;21.497;26.309;6;21;40;60;65;70;72;VASCO DA GAMA/RJ;
318;318;2012-05-26;SÃO PAULO, SP;4.200.000,00;0,00;8.693,53;574,00;6;2;5;0;11;238;3.883;35.270;7.111;3;9;27;33;43;66;80;FIGUEIRENSE/SC;
319;319;2012-05-30;SÃO PAULO, SP;4.500.000,00;0,00;35.615,16;1.094,16;6;2;5;0;2;93;1.892;19.198;5.402;18;21;22;31;55;60;70;BANGU/RJ;
320;320;2012-06-02;SÃO PAULO, SP;5.000.000,00;0,00;17.407,04;849,12;6;2;5;0;7;205;3.887;38.620;5.659;10;35;39;43;54;55;69;PAULISTA/SP;
321;321;2012-06-06;SÃO PAULO, SP;5.100.000,00;0,00;94.608,62;1.072,66;6;2;5;0;1;126;2.659;26.210;8.157;16;24;46;60;66;71;76;LONDRINA/PR;
322;322;2012-06-09;SÃO PAULO, SP;5.400.000,00;0,00;19.842,04;814,53;6;2;5;0;5;174;3.306;30.981;7.060;3;19;34;46;50;65;66;MOTO CLUBE/MA;
323;323;2012-06-13;SÃO PAULO, SP;5.700.000,00;0,00;0,00;1.123,08;6;2;5;0;0;120;2.579;27.600;7.646;6;24;25;31;34;41;46;AMÉRICA/MG;
324;324;2012-06-16;SÃO PAULO, SP;6.300.000,00;0,00;34.462,64;625,83;6;2;5;0;3;236;4.105;37.453;13.859;12;25;28;39;47;55;74;ABC/RN;
325;325;2012-06-20;SÃO PAULO, SP;6.500.000,00;0,00;98.506,34;1.529,60;6;2;5;0;1;92;2.158;24.594;7.696;2;3;31;57;67;68;70;MIXTO/MT;
326;326;2012-06-23;SÃO PAULO, SP;6.700.000,00;0,00;17.762,55;504,97;6;2;5;0;4;201;3.875;34.727;43.598;5;16;20;23;45;56;60;CORINTHIANS/SP;
327;327;2012-06-27;SÃO PAULO, SP;7.000.000,00;0,00;0,00;728,98;6;2;5;0;0;185;3.457;33.619;6.662;9;12;13;35;59;63;64;FIGUEIRENSE/SC;
328;328;2012-06-30;SÃO PAULO, SP;7.400.000,00;0,00;29.451,57;876,53;6;2;5;0;5;240;4.695;44.556;8.267;25;29;38;55;65;69;73;RIO BRANCO/AC;
329;329;2012-07-04;SÃO PAULO, SP;8.000.000,00;0,00;8.007,34;1.108,88;6;2;5;0;19;196;3.854;37.911;10.461;21;61;63;67;71;73;79;FIGUEIRENSE/SC;
330;330;2012-07-07;SÃO PAULO, SP;8.500.000,00;0,00;24.971,01;971,63;6;2;5;0;7;257;4.985;51.279;7.679;4;25;30;32;35;42;79;VILLA NOVA/MG;
331;331;2012-07-11;SÃO PAULO, SP;9.000.000,00;0,00;20.970,87;870,16;6;2;5;0;7;241;4.799;46.370;8.792;5;11;16;41;47;57;71;SERGIPE/SE;
332;332;2012-07-14;SÃO PAULO, SP;9.500.000,00;0,00;33.325,27;797,89;6;2;5;0;6;358;6.804;68.831;24.735;6;7;10;30;34;45;63;AMÉRICA/RN;
