idduplasena;dsconc;dsdata;dslocal;dspremioest;ds01pr06;ds01pr05;ds01pr04;ds01pr03;ds02pr06;ds02pr05;ds02pr04;ds02pr03;ds01gan06;ds01gan05;ds01gan04;ds01gan03;ds02gan06;ds02gan05;ds02gan04;ds02gan03;ds01d01;ds01d02;ds01d03;ds01d04;ds01d05;ds01d06;ds02d01;ds02d02;ds02d03;ds02d04;ds02d05;ds02d06;dscidadesgan
1213;1213;2013-09-20;SÃO PAULO, SP;900.000,00;0,00;3.204,90;45,77;0,00;0,00;4.035,79;49,39;0,00;0;34;2.267;0;0;27;2.101;0;7;9;23;24;30;46;9;18;20;26;43;45;
1214;1214;2013-09-24;SÃO PAULO, SP;1.200.000,00;0,00;2.048,81;36,71;0,00;80.586,73;2.324,62;47,82;0,00;0;59;3.136;0;2;52;2.407;0;1;5;8;11;13;30;2;19;21;25;40;42;
1215;1215;2013-09-27;SÃO PAULO, SP;400.000,00;571.878,87;3.761,15;56,46;0,00;0,00;2.062,57;40,35;0,00;2;34;2.157;0;0;62;3.018;0;3;5;21;23;34;39;8;14;24;29;38;42;
1216;1216;2013-10-01;SÃO PAULO, SP;800.000,00;0,00;5.532,29;79,26;0,00;0,00;4.570,15;53,44;0,00;0;19;1.263;0;0;23;1.873;0;8;20;34;35;38;40;3;4;21;24;30;37;
1217;1217;2013-10-04;SÃO PAULO, SP;1.400.000,00;0,00;6.308,23;68,14;0,00;0,00;1.688,12;32,81;0,00;0;19;1.675;0;0;71;3.479;0;21;29;38;40;41;42;4;9;13;19;25;43;
1218;1218;2013-10-08;SÃO PAULO, SP;1.700.000,00;0,00;2.471,89;46,02;0,00;0,00;2.425,25;46,84;0,00;0;52;2.660;0;0;53;2.613;0;9;28;33;44;45;50;6;15;33;35;39;44;
1219;1219;2013-10-11;SÃO PAULO, SP;2.100.000,00;0,00;4.548,45;57,78;0,00;0,00;2.574,60;45,04;0,00;0;30;2.249;0;0;53;2.885;0;14;16;21;29;36;46;5;7;16;23;42;50;
1220;1220;2013-10-15;SÃO PAULO, SP;2.500.000,00;0,00;4.942,35;58,19;0,00;0,00;5.140,04;64,71;0,00;0;26;2.103;0;0;25;1.891;0;4;6;33;39;40;48;17;22;25;39;40;50;
1221;1221;2013-10-18;SÃO PAULO, SP;2.800.000,00;0,00;2.943,03;45,63;0,00;102.024,85;3.400,83;52,33;0,00;0;52;3.194;0;2;45;2.785;0;13;16;41;42;45;48;1;4;9;18;20;34;
1222;1222;2013-10-22;SÃO PAULO, SP;3.400.000,00;0,00;3.709,27;51,56;0,00;0,00;3.444,32;61,86;0,00;0;39;2.672;0;0;42;2.227;0;7;9;14;16;20;36;10;22;26;29;36;41;
1223;1223;2013-10-25;SÃO PAULO, SP;3.900.000,00;0,00;2.987,80;49,39;0,00;0,00;5.762,18;73,83;0,00;0;54;3.111;0;0;28;2.081;0;12;16;22;28;39;43;26;30;32;35;40;45;
1224;1224;2013-10-29;SÃO PAULO, SP;4.600.000,00;0,00;3.718,95;55,15;0,00;0,00;2.113,04;40,68;0,00;0;50;3.211;0;0;88;4.353;0;2;11;14;20;35;36;7;22;24;25;42;45;
1225;1225;2013-11-01;SÃO PAULO, SP;5.400.000,00;0,00;3.290,08;58,22;0,00;0,00;2.333,66;45,81;0,00;0;61;3.283;0;0;86;4.172;0;5;11;18;21;40;48;1;11;35;42;47;49;
1226;1226;2013-11-05;SÃO PAULO, SP;6.000.000,00;0,00;2.557,13;46,53;0,00;0,00;2.085,42;40,48;0,00;0;84;4.396;0;0;103;5.053;0;1;4;19;25;33;41;10;11;12;13;27;34;
1227;1227;2013-11-08;SÃO PAULO, SP;600.000,00;6.203.070,54;3.479,00;52,59;0,00;0,00;1.516,91;35,26;0,00;1;92;5.796;0;0;211;8.645;0;2;10;26;27;32;39;4;29;33;36;45;48;
1228;1228;2013-11-12;SÃO PAULO, SP;400.000,00;662.765,86;3.277,89;53,82;0,00;0,00;2.681,91;37,41;0,00;1;36;2.088;0;0;44;3.004;0;14;18;30;42;49;50;13;32;41;45;48;49;
1229;1229;2013-11-16;SÃO PAULO, SP;700.000,00;0,00;5.150,89;55,19;0,00;0,00;4.864,73;61,91;0,00;0;17;1.511;0;0;18;1.347;0;7;8;11;16;41;43;17;25;27;29;30;38;
1230;1230;2013-11-19;SÃO PAULO, SP;350.000,00;661.097,25;2.463,66;38,36;0,00;0,00;2.463,66;36,83;0,00;1;43;2.630;0;0;43;2.739;0;8;15;23;29;33;45;7;12;16;24;25;28;
1231;1231;2013-11-22;SÃO PAULO, SP;700.000,00;0,00;2.690,39;54,70;0,00;0,00;6.221,53;74,82;0,00;0;37;1.733;0;0;16;1.267;0;6;11;21;27;35;50;1;17;20;30;31;37;
1232;1232;2013-11-26;SÃO PAULO, SP;1.100.000,00;0,00;3.462,66;45,90;0,00;0,00;3.975,65;50,03;0,00;0;31;2.227;0;0;27;2.043;0;6;7;24;30;36;45;7;18;22;23;33;47;
1233;1233;2013-11-29;SÃO PAULO, SP;1.600.000,00;0,00;3.658,61;58,18;0,00;0,00;6.097,69;65,28;0,00;0;35;2.096;0;0;21;1.868;0;4;16;20;28;31;37;1;2;18;37;39;47;
1234;1234;2013-12-03;SÃO PAULO, SP;2.100.000,00;0,00;2.913,13;53,42;0,00;0,00;3.190,58;46,34;0,00;0;46;2.389;0;0;42;2.754;0;1;4;5;18;28;48;5;8;13;20;28;38;
1235;1235;2013-12-06;SÃO PAULO, SP;2.400.000,00;0,00;2.727,32;54,67;0,00;192.730,70;2.223,81;42,30;0,00;0;53;2.518;0;1;65;3.254;0;19;24;25;27;37;41;10;15;19;22;34;48;
1236;1236;2013-12-10;SÃO PAULO, SP;2.800.000,00;0,00;2.963,13;46,40;0,00;0,00;4.270,40;61,78;0,00;0;49;2.980;0;0;34;2.238;0;12;16;17;20;28;34;4;20;23;30;48;50;
1237;1237;2013-12-13;SÃO PAULO, SP;3.300.000,00;0,00;3.423,66;52,08;0,00;0,00;2.934,57;48,86;0,00;0;48;3.005;0;0;56;3.203;0;4;6;12;23;31;37;5;33;36;38;42;46;
1238;1238;2013-12-17;SÃO PAULO, SP;4.000.000,00;0,00;4.822,00;64,40;0,00;0,00;3.459,26;66,03;0,00;0;33;2.353;0;0;46;2.295;0;16;18;21;39;43;50;1;18;33;34;40;49;
1239;1239;2013-12-20;SÃO PAULO, SP;4.500.000,00;0,00;2.427,47;52,82;0,00;0,00;4.599,41;56,06;0,00;0;72;3.151;0;0;38;2.969;0;1;7;12;20;31;40;14;28;38;40;44;45;
1240;1240;2013-12-24;SÃO PAULO, SP;4.800.000,00;0,00;2.980,35;46,76;0,00;234.453,95;3.256,31;56,46;0,00;0;59;3.581;0;1;54;2.966;0;4;15;23;41;46;48;2;6;29;35;39;41;
1241;1241;2013-12-27;SÃO PAULO, SP;5.600.000,00;0,00;3.553,39;47,61;0,00;0,00;3.620,43;54,59;0,00;0;54;3.838;0;0;53;3.347;0;11;24;25;27;38;47;6;9;16;17;18;36;
1242;1242;2013-12-31;SÃO PAULO, SP;6.100.000,00;0,00;2.401,05;48,12;0,00;0,00;3.370,71;49,51;0,00;0;73;3.469;0;0;52;3.371;0;3;17;25;40;43;44;2;17;27;29;46;49;
1243;1243;2014-01-03;SÃO PAULO, SP;7.500.000,00;0,00;3.756,67;57,72;0,00;0,00;2.138,83;42,03;0,00;0;78;4.834;0;0;137;6.639;0;8;17;22;24;40;43;18;29;35;36;43;47;
1244;1244;2014-01-07;SÃO PAULO, SP;8.600.000,00;0,00;3.328,31;56,50;0,00;563.593,42;3.019,25;53,62;0,00;0;127;7.124;0;1;140;7.507;0;10;11;16;19;39;40;2;17;19;22;41;50;
1245;1245;2014-01-10;SÃO PAULO, SP;900.000,00;8.546.198,12;2.149,50;45,32;0,00;0,00;2.821,97;53,02;0,00;1;235;10.615;0;0;179;9.073;0;3;4;23;29;45;50;2;7;18;28;30;42;
1246;1246;2014-01-14;SÃO PAULO, SP;1.500.000,00;0,00;3.958,64;64,04;0,00;0,00;5.050,69;63,32;0,00;0;37;2.178;0;0;29;2.203;0;11;22;26;31;46;48;21;29;30;37;38;45;
1247;1247;2014-01-17;SÃO PAULO, SP;2.000.000,00;0,00;3.183,32;51,58;0,00;0,00;2.037,33;42,50;0,00;0;48;2.821;0;0;75;3.424;0;1;17;19;25;30;38;1;4;18;23;43;48;
1248;1248;2014-01-21;SÃO PAULO, SP;400.000,00;1.999.621,96;1.766,38;41,98;0,00;0,00;4.439,83;62,10;0,00;1;93;3.726;0;0;37;2.519;0;12;15;28;34;46;50;1;11;12;24;26;41;
1249;1249;2014-01-24;SÃO PAULO, SP;900.000,00;0,00;2.794,05;45,52;0,00;0,00;2.300,98;44,68;0,00;0;42;2.455;0;0;51;2.501;0;14;18;23;34;43;49;11;20;26;31;42;48;
1250;1250;2014-01-28;SÃO PAULO, SP;1.300.000,00;0,00;2.596,56;44,69;0,00;0,00;2.596,56;52,82;0,00;0;48;2.656;0;0;48;2.247;0;7;18;28;38;42;46;5;6;10;21;26;46;
1251;1251;2014-01-31;SÃO PAULO, SP;1.800.000,00;0,00;3.325,08;53,54;0,00;0,00;2.850,07;56,71;0,00;0;42;2.484;0;0;49;2.345;0;3;17;32;35;36;46;6;7;8;20;24;31;
1252;1252;2014-02-04;SÃO PAULO, SP;2.400.000,00;0,00;2.730,96;49,49;0,00;0,00;2.352,83;51,21;0,00;0;56;2.943;0;0;65;2.844;0;2;11;18;41;43;48;2;5;18;30;32;37;
1253;1253;2014-02-07;SÃO PAULO, SP;2.700.000,00;0,00;4.582,18;54,97;0,00;226.054,22;1.926,60;44,40;0,00;0;37;2.937;0;1;88;3.636;0;2;13;21;23;34;39;9;16;34;38;42;45;
1254;1254;2014-02-11;SÃO PAULO, SP;400.000,00;2.668.457,50;2.280,83;44,45;0,00;0,00;2.783,38;48,84;0,00;1;72;3.518;0;0;59;3.202;0;5;10;13;20;23;32;3;6;12;13;39;50;
1255;1255;2014-02-14;SÃO PAULO, SP;800.000,00;0,00;3.405,26;46,24;0,00;0,00;3.204,95;42,93;0,00;0;32;2.244;0;0;34;2.417;0;4;7;14;27;32;41;5;6;12;29;36;47;
1256;1256;2014-02-18;SÃO PAULO, SP;300.000,00;808.810,69;2.981,89;61,00;0,00;0,00;2.981,89;61,38;0,00;1;38;1.769;0;0;38;1.758;0;15;20;25;38;42;43;8;11;18;28;40;47;
1257;1257;2014-02-21;SÃO PAULO, SP;750.000,00;0,00;2.144,46;48,81;0,00;0,00;3.458,81;51,44;0,00;0;50;2.092;0;0;31;1.985;0;12;18;27;31;36;42;16;23;30;43;45;49;
1258;1258;2014-02-25;SÃO PAULO, SP;1.000.000,00;0,00;2.898,77;49,12;0,00;154.600,85;1.364,13;37,05;0,00;0;40;2.248;0;1;85;2.980;0;5;8;10;23;31;43;8;11;18;26;33;48;
1259;1259;2014-02-28;SÃO PAULO, SP;1.500.000,00;0,00;2.446,90;38,77;0,00;0,00;6.239,61;57,47;0,00;0;51;3.065;0;0;20;2.068;0;5;13;15;44;45;50;9;10;20;35;38;50;
1260;1260;2014-03-05;SÃO PAULO, SP;1.600.000,00;0,00;2.270,91;42,25;0,00;84.780,47;1.382,29;33,14;0,00;0;28;1.433;0;1;46;1.827;0;8;18;23;26;28;44;2;6;13;24;27;42;
1261;1261;2014-03-07;SÃO PAULO, SP;1.900.000,00;0,00;2.676,13;47,95;0,00;0,00;2.385,25;48,42;0,00;0;41;2.179;0;0;46;2.158;0;4;16;17;26;43;47;16;19;23;27;32;42;
1262;1262;2014-03-11;SÃO PAULO, SP;2.500.000,00;0,00;3.244,09;54,18;0,00;0,00;4.257,87;69,35;0,00;0;42;2.395;0;0;32;1.871;0;3;9;19;34;39;40;5;14;31;40;42;50;
1263;1263;2014-03-14;SÃO PAULO, SP;3.000.000,00;0,00;2.875,63;51,35;0,00;0,00;2.643,72;52,49;0,00;0;57;3.040;0;0;62;2.974;0;3;4;11;35;48;50;13;24;31;35;41;43;
1264;1264;2014-03-18;SÃO PAULO, SP;3.400.000,00;0,00;1.820,79;43,99;0,00;218.494,71;2.560,49;53,94;0,00;0;90;3.547;0;1;64;2.893;0;8;15;29;34;43;48;8;14;18;20;23;40;
1265;1265;2014-03-21;SÃO PAULO, SP;4.100.000,00;0,00;4.500,14;56,89;0,00;0,00;2.250,07;52,41;0,00;0;42;3.164;0;0;84;3.434;0;3;28;32;34;43;44;6;12;26;38;40;43;
1266;1266;2014-03-25;SÃO PAULO, SP;4.700.000,00;0,00;2.386,42;41,73;0,00;0,00;4.357,81;58,63;0,00;0;84;4.574;0;0;46;3.256;0;7;14;22;25;42;43;22;24;25;26;36;39;
1267;1267;2014-03-28;SÃO PAULO, SP;5.300.000,00;0,00;2.418,05;44,73;0,00;306.286,08;2.418,05;45,58;0,00;0;95;4.891;0;1;95;4.799;0;9;12;15;36;49;50;2;7;18;19;39;42;
1268;1268;2014-04-01;SÃO PAULO, SP;6.200.000,00;0,00;1.958,58;40,35;0,00;0,00;2.618,53;48,06;0,00;0;123;5.686;0;0;92;4.773;0;4;6;10;12;20;27;5;6;9;12;20;34;
1269;1269;2014-04-04;SÃO PAULO, SP;7.100.000,00;0,00;2.497,31;42,66;0,00;0,00;2.687,58;46,21;0,00;0;113;6.300;0;0;105;5.815;0;3;12;14;19;28;33;3;8;11;33;39;41;
1270;1270;2014-04-08;SÃO PAULO, SP;650.000,00;7.165.489,88;1.424,51;38,30;0,00;0,00;3.503,13;56,22;0,00;1;241;8.535;0;0;98;5.815;0;4;5;11;13;16;20;14;17;20;26;30;32;
1271;1271;2014-04-11;SÃO PAULO, SP;1.200.000,00;0,00;4.362,12;59,87;0,00;0,00;5.750,07;71,71;0,00;0;29;2.012;0;0;22;1.680;0;1;3;30;33;39;49;8;16;21;26;40;46;
1272;1272;2014-04-15;SÃO PAULO, SP;1.600.000,00;0,00;2.276,45;55,76;0,00;0,00;3.164,82;47,43;0,00;0;57;2.216;0;0;41;2.605;0;1;2;17;27;29;30;2;14;17;18;21;27;
1273;1273;2014-04-17;SÃO PAULO, SP;1.800.000,00;0,00;2.671,01;44,80;0,00;0,00;1.989,05;34,61;0,00;0;35;1.987;0;0;47;2.572;0;13;19;25;34;44;46;14;16;17;19;28;33;
1274;1274;2014-04-22;SÃO PAULO, SP;2.300.000,00;0,00;2.294,93;46,09;0,00;0,00;2.786,70;44,42;0,00;0;51;2.418;0;0;42;2.509;0;12;18;19;43;44;47;1;2;10;17;25;43;
1275;1275;2014-04-25;SÃO PAULO, SP;3.000.000,00;0,00;3.061,42;54,65;0,00;0,00;3.116,09;44,51;0,00;0;57;3.041;0;0;56;3.733;0;1;15;39;42;44;47;4;7;33;38;39;42;
1276;1276;2014-04-29;SÃO PAULO, SP;3.600.000,00;0,00;2.130,13;38,97;0,00;0,00;2.662,66;44,29;0,00;0;85;4.424;0;0;68;3.893;0;14;17;27;32;42;45;17;29;35;36;43;45;
1277;1277;2014-05-02;SÃO PAULO, SP;450.000,00;3.582.239,01;3.616,41;64,41;0,00;0,00;3.422,68;53,95;0,00;1;53;2.834;0;0;56;3.383;0;14;31;35;40;45;49;3;13;23;31;36;41;
1278;1278;2014-05-06;SÃO PAULO, SP;1.000.000,00;0,00;3.006,59;43,41;0,00;0,00;6.013,18;67,49;0,00;0;40;2.638;0;0;20;1.697;0;4;8;13;31;38;45;9;12;32;33;40;50;
1279;1279;2014-05-09;SÃO PAULO, SP;1.400.000,00;0,00;3.826,53;59,45;0,00;0,00;2.956,87;57,92;0,00;0;34;2.084;0;0;44;2.139;0;22;24;31;38;40;45;8;25;28;35;46;47;
1280;1280;2014-05-13;SÃO PAULO, SP;2.000.000,00;0,00;2.236,31;53,56;0,00;0,00;3.505,56;58,93;0,00;0;58;2.306;0;0;37;2.096;0;22;25;34;37;41;46;1;2;4;14;29;40;
1281;1281;2014-05-16;SÃO PAULO, SP;2.400.000,00;0,00;5.840,62;67,58;0,00;0,00;2.920,31;45,52;0,00;0;26;2.140;0;0;52;3.177;0;19;26;34;35;40;46;2;13;38;42;45;50;
1282;1282;2014-05-20;SÃO PAULO, SP;3.000.000,00;0,00;4.280,57;55,73;0,00;0,00;2.611,87;44,60;0,00;0;36;2.633;0;0;59;3.290;0;11;18;20;31;39;45;4;11;12;15;27;47;
1283;1283;2014-05-23;SÃO PAULO, SP;3.200.000,00;0,00;2.316,57;45,87;0,00;75.159,75;2.087,77;44,76;0,00;0;73;3.511;0;3;81;3.598;0;14;17;26;34;41;45;1;17;19;27;33;39;
1284;1284;2014-05-27;SÃO PAULO, SP;3.600.000,00;0,00;3.378,27;46,01;0,00;216.209,71;4.157,88;59,28;0,00;0;48;3.356;0;1;39;2.605;0;4;18;23;26;29;50;6;7;14;17;30;38;
1285;1285;2014-05-30;SÃO PAULO, SP;4.200.000,00;0,00;1.860,44;45,28;0,00;0,00;2.129,43;50,86;0,00;0;95;3.717;0;0;83;3.309;0;5;17;24;31;36;40;12;18;31;37;40;45;
1286;1286;2014-06-03;SÃO PAULO, SP;5.000.000,00;0,00;5.305,16;74,59;0,00;0,00;3.635,01;58,40;0,00;0;37;2.506;0;0;54;3.201;0;20;27;28;36;38;50;15;28;29;35;41;46;
1287;1287;2014-06-06;SÃO PAULO, SP;5.700.000,00;0,00;1.931,77;42,46;0,00;0,00;2.978,15;46,07;0,00;0;111;4.809;0;0;72;4.432;0;5;24;25;33;43;45;1;4;6;10;47;49;
1288;1288;2014-06-10;SÃO PAULO, SP;600.000,00;5.687.298,48;3.590,73;66,69;0,00;0,00;1.807,75;41,24;0,00;1;73;3.743;0;0;145;6.053;0;3;4;20;29;40;41;12;14;27;32;34;36;
1289;1289;2014-06-13;SÃO PAULO, SP;350.000,00;558.656,36;3.606,19;60,36;0,00;0,00;2.987,98;55,08;0,00;1;29;1.650;0;0;35;1.808;0;14;27;28;31;37;39;11;27;31;36;41;45;
1290;1290;2014-06-17;SÃO PAULO, SP;650.000,00;0,00;7.109,29;62,49;0,00;0,00;2.843,72;58,83;0,00;0;12;1.300;0;0;30;1.381;0;2;22;25;26;34;40;16;24;31;32;35;41;
1291;1291;2014-06-20;SÃO PAULO, SP;1.000.000,00;0,00;3.221,92;47,36;0,00;0,00;2.454,80;58,03;0,00;0;32;2.073;0;0;42;1.692;0;15;16;22;38;42;44;3;20;32;44;46;50;
1292;1292;2014-06-24;SÃO PAULO, SP;1.300.000,00;0,00;3.481,31;39,21;0,00;0,00;3.481,31;52,49;0,00;0;26;2.198;0;0;26;1.642;0;6;7;8;14;27;35;3;6;15;20;45;49;
1293;1293;2014-06-27;SÃO PAULO, SP;350.000,00;1.305.775,85;2.075,27;44,63;0,00;0,00;3.815,81;55,03;0,00;1;57;2.524;0;0;31;2.047;0;9;14;17;24;37;46;5;16;20;27;41;49;
1294;1294;2014-07-01;SÃO PAULO, SP;700.000,00;0,00;2.755,83;46,84;0,00;0,00;2.352,54;44,10;0,00;0;35;1.961;0;0;41;2.083;0;8;10;19;22;36;43;2;6;14;18;46;49;
1295;1295;2014-07-04;SÃO PAULO, SP;1.100.000,00;0,00;2.443,94;41,48;0,00;0,00;2.572,57;43,97;0,00;0;40;2.244;0;0;38;2.117;0;1;4;11;23;37;45;13;15;29;32;35;36;
1296;1296;2014-07-08;SÃO PAULO, SP;1.400.000,00;0,00;2.324,17;50,69;0,00;0,00;1.413,35;34,53;0,00;0;45;1.965;0;0;74;2.884;0;5;16;20;31;37;43;3;12;18;33;36;47;
1297;1297;2014-07-11;SÃO PAULO, SP;2.000.000,00;0,00;2.377,86;44,00;0,00;0,00;3.566,79;45,46;0,00;0;54;2.779;0;0;36;2.690;0;6;10;13;21;34;45;19;25;27;28;44;47;
1298;1298;2014-07-15;SÃO PAULO, SP;2.300.000,00;0,00;2.920,07;53,97;0,00;0,00;2.733,69;58,10;0,00;0;44;2.267;0;0;47;2.106;0;8;11;20;26;27;44;10;16;20;23;32;48;
1299;1299;2014-07-18;SÃO PAULO, SP;400.000,00;2.288.416,88;2.047,11;39,88;0,00;0,00;2.626,48;54,67;0,00;1;68;3.324;0;0;53;2.425;0;3;11;33;37;42;49;1;11;13;32;35;48;
1300;1300;2014-07-22;SÃO PAULO, SP;350.000,00;388.196,52;2.813,78;57,11;0,00;0,00;3.165,50;51,15;0,00;1;36;1.689;0;0;32;1.886;0;9;12;19;20;29;32;7;9;21;36;41;45;
1301;1301;2014-07-25;SÃO PAULO, SP;700.000,00;0,00;2.099,00;38,02;0,00;0,00;4.827,71;68,62;0,00;0;46;2.418;0;0;20;1.340;0;1;8;10;14;27;45;2;20;26;27;30;35;
1302;1302;2014-07-29;SÃO PAULO, SP;1.000.000,00;0,00;2.436,74;38,70;0,00;0,00;2.229,36;43,18;0,00;0;43;2.578;0;0;47;2.311;0;7;13;15;27;48;49;4;9;12;13;48;50;
1303;1303;2014-08-01;SÃO PAULO, SP;1.500.000,00;0,00;5.189,84;62,49;0,00;0,00;2.350,11;49,69;0,00;0;24;1.898;0;0;53;2.387;0;2;12;15;22;30;43;11;22;29;35;36;48;
1304;1304;2014-08-05;SÃO PAULO, SP;1.800.000,00;0,00;4.217,54;52,57;0,00;168.701,55;3.012,53;46,92;0,00;0;30;2.292;0;1;42;2.568;0;7;27;38;41;42;49;1;5;12;16;31;33;
1305;1305;2014-08-08;SÃO PAULO, SP;2.300.000,00;0,00;3.073,70;63,76;0,00;0,00;2.877,51;47,70;0,00;0;44;2.020;0;0;47;2.700;0;9;23;28;31;32;41;6;9;19;28;38;45;
1306;1306;2014-08-12;SÃO PAULO, SP;2.700.000,00;0,00;2.486,05;46,98;0,00;0,00;3.442,22;50,45;0,00;0;54;2.721;0;0;39;2.534;0;2;11;13;19;39;49;16;17;19;24;31;46;
1307;1307;2014-08-15;SÃO PAULO, SP;3.100.000,00;0,00;2.749,19;41,25;0,00;0,00;4.165,45;51,39;0,00;0;50;3.173;0;0;33;2.547;0;4;22;35;36;40;48;9;22;28;34;44;45;
1308;1308;2014-08-19;SÃO PAULO, SP;3.700.000,00;0,00;3.875,02;50,99;0,00;0,00;3.229,18;59,33;0,00;0;40;2.895;0;0;48;2.488;0;6;10;18;24;30;32;11;15;30;36;41;42;
1309;1309;2014-08-22;SÃO PAULO, SP;4.400.000,00;0,00;3.670,62;50,93;0,00;0,00;2.654,15;47,07;0,00;0;47;3.226;0;0;65;3.490;0;7;9;14;20;26;40;4;14;20;25;31;44;
1310;1310;2014-08-26;SÃO PAULO, SP;400.000,00;2.126.136,18;2.034,74;41,43;0,00;0,00;1.894,42;34,68;0,00;2;81;3.788;0;0;87;4.525;0;2;3;19;25;29;33;4;7;11;25;27;44;
1311;1311;2014-08-29;SÃO PAULO, SP;750.000,00;0,00;6.343,23;65,10;0,00;0,00;2.400,14;53,49;0,00;0;14;1.299;0;0;37;1.581;0;1;4;15;31;38;42;15;20;23;33;36;39;
1312;1312;2014-09-02;SÃO PAULO, SP;1.200.000,00;0,00;4.778,39;56,44;0,00;0,00;1.628,99;33,98;0,00;0;21;1.693;0;0;88;2.812;0;6;33;43;46;48;50;6;19;21;24;38;45;
1313;1313;2014-09-05;SÃO PAULO, SP;1.500.000,00;0,00;2.117,44;40,01;0,00;0,00;2.531,72;40,56;0,00;0;55;2.772;0;0;46;2.734;0;4;17;19;25;29;42;2;3;12;23;25;27;
1314;1314;2014-09-09;SÃO PAULO, SP;1.800.000,00;0,00;3.396,90;47,99;0,00;153.992,72;4.619,78;51,98;0,00;0;34;2.292;0;1;25;2.116;0;13;16;24;25;41;49;8;25;29;36;39;47;
1315;1315;2014-09-12;SÃO PAULO, SP;2.400.000,00;0,00;3.551,55;49,18;0,00;0,00;2.546,39;48,17;0,00;0;38;2.613;0;0;53;2.668;0;3;4;8;13;40;45;2;6;9;18;28;29;
1316;1316;2014-09-16;SÃO PAULO, SP;200.000,00;2.186.164,99;3.421,28;49,69;0,00;177.906,63;2.084,84;37,29;0,00;1;39;2.557;0;1;64;3.407;0;2;14;29;35;49;50;4;9;13;26;28;35;
1317;1317;2014-09-19;SÃO PAULO, SP;600.000,00;0,00;2.733,78;47,16;0,00;0,00;2.904,65;74,07;0,00;0;34;1.877;0;0;32;1.195;0;3;12;14;29;42;49;20;21;22;29;42;46;
1318;1318;2014-09-23;SÃO PAULO, SP;900.000,00;0,00;3.468,81;53,70;0,00;0,00;3.869,06;57,36;0,00;0;29;1.784;0;0;26;1.670;0;3;9;18;38;46;47;8;27;35;38;46;50;
1319;1319;2014-09-26;SÃO PAULO, SP;1.200.000,00;0,00;2.994,77;39,58;0,00;0,00;2.610,82;58,66;0,00;0;34;2.450;0;0;39;1.653;0;5;11;21;24;42;45;8;16;21;27;30;34;
1320;1320;2014-09-30;SÃO PAULO, SP;1.700.000,00;0,00;6.022,59;51,30;0,00;0,00;2.860,74;39,93;0,00;0;19;2.124;0;0;40;2.729;0;6;23;24;35;41;43;4;11;13;29;47;50;
1321;1321;2014-10-03;SÃO PAULO, SP;2.200.000,00;0,00;3.292,70;57,60;0,00;0,00;3.750,02;54,36;0,00;0;41;2.232;0;0;36;2.365;0;6;10;32;39;43;47;11;21;25;26;27;29;
1322;1322;2014-10-07;SÃO PAULO, SP;2.500.000,00;0,00;3.752,21;56,48;0,00;190.112,06;1.851,74;46,17;0,00;0;38;2.404;0;1;77;2.941;0;2;31;41;42;47;50;16;21;24;29;43;46;
1323;1323;2014-10-10;SÃO PAULO, SP;3.000.000,00;0,00;2.385,28;49,45;0,00;0,00;4.770,56;52,40;0,00;0;60;2.756;0;0;30;2.601;0;4;5;9;28;29;41;12;34;35;42;44;48;
1324;1324;2014-10-14;SÃO PAULO, SP;3.500.000,00;0,00;3.234,28;55,08;0,00;0,00;3.610,36;59,93;0,00;0;48;2.684;0;0;43;2.467;0;9;10;15;23;26;33;22;27;31;33;37;38;
1325;1325;2014-10-17;SÃO PAULO, SP;200.000,00;3.408.478,72;2.606,52;44,56;0,00;208.521,58;2.266,54;44,93;0,00;1;60;3.342;0;1;69;3.315;0;4;6;9;25;39;45;5;10;12;16;42;48;
1326;1326;2014-10-21;SÃO PAULO, SP;550.000,00;0,00;1.630,09;33,84;0,00;0,00;2.423,11;47,86;0,00;0;55;2.523;0;0;37;1.784;0;7;9;15;20;26;33;3;9;11;18;22;40;
1327;1327;2014-10-24;SÃO PAULO, SP;850.000,00;0,00;3.313,38;56,55;0,00;0,00;3.695,69;46,57;0,00;0;29;1.618;0;0;26;1.965;0;19;24;30;33;41;50;8;14;35;41;44;47;
1328;1328;2014-10-28;SÃO PAULO, SP;300.000,00;827.469,37;4.528,84;55,23;0,00;0,00;4.006,28;47,51;0,00;1;23;1.796;0;0;26;2.088;0;3;5;16;36;45;46;8;18;42;44;46;49;
1329;1329;2014-10-31;SÃO PAULO, SP;700.000,00;0,00;1.600,63;30,38;0,00;0,00;2.735,21;43,91;0,00;0;83;2.915;0;0;34;2.017;0;1;10;13;24;36;50;3;5;14;27;34;38;
1330;1330;2014-11-04;SÃO PAULO, SP;1.000.000,00;0,00;3.932,49;53,56;0,00;0,00;3.072,25;50,33;0,00;0;25;1.748;0;0;32;1.860;0;10;12;13;32;38;50;10;11;23;30;47;50;
1331;1331;2014-11-07;SÃO PAULO, SP;1.300.000,00;0,00;7.897,31;71,00;0,00;0,00;2.504,02;45,66;0,00;0;13;1.377;0;0;41;2.141;0;1;12;28;31;36;38;5;7;23;28;39;44;
1332;1332;2014-11-11;SÃO PAULO, SP;1.700.000,00;0,00;1.783,09;37,88;0,00;147.401,80;2.010,03;53,44;0,00;0;62;2.779;0;1;55;1.970;0;5;19;22;28;37;45;8;18;33;39;40;42;
